content,emotion
"Este aplicativo mudou minha vida para melhor, muito obrigado!",alegria
Que app maravilhoso! Não sei como vivia sem ele antes.,alegria
Adoro esse aplicativo! Ele facilita muito minhas tarefas diárias.,alegria
Adoro esse aplicativo! Ele facilita muito minhas tarefas diárias. Estou muito feliz!,alegria
Aplicativo espetacular! Super recomendo para todos meus amigos. Estou muito feliz!,alegria
Aplicativo espetacular! Super recomendo para todos meus amigos. Nota 10/10!,alegria
Amei esse app! Ele é fantástico e superou todas as minhas expectativas. Nota 10/10!,alegria
"Este aplicativo mudou minha vida para melhor, muito obrigado! Recomendadíssimo!",alegria
Que app maravilhoso! Não sei como vivia sem ele antes. Recomendadíssimo!,alegria
Amei esse app! Ele é fantástico e superou todas as minhas expectativas. Recomendadíssimo!,alegria
"Não consigo parar de usar esse app, é simplesmente perfeito!",alegria
Esse é o melhor aplicativo que já usei! Recomendo para todos.,alegria
Aplicativo espetacular! Super recomendo para todos meus amigos. Melhor app que já usei.,alegria
"Não consigo parar de usar esse app, é simplesmente perfeito!",alegria
Que app maravilhoso! Não sei como vivia sem ele antes. Estou muito feliz!,alegria
Esse é o melhor aplicativo que já usei! Recomendo para todos. Melhor app que já usei.,alegria
Que app maravilhoso! Não sei como vivia sem ele antes. Melhor app que já usei.,alegria
"Este aplicativo mudou minha vida para melhor, muito obrigado! Nota 10/10!",alegria
Esse é o melhor aplicativo que já usei! Recomendo para todos. Estou muito feliz!,alegria
"Este aplicativo mudou minha vida para melhor, muito obrigado! Estou muito feliz!",alegria
Esse é o melhor aplicativo que já usei! Recomendo para todos.,alegria
Estou extremamente satisfeito com esse app. Vale cada segundo de uso. Recomendadíssimo!,alegria
Estou extremamente satisfeito com esse app. Vale cada segundo de uso. Estou muito feliz!,alegria
Aplicativo espetacular! Super recomendo para todos meus amigos. Melhor app que já usei.,alegria
Estou extremamente satisfeito com esse app. Vale cada segundo de uso.,alegria
"Não consigo parar de usar esse app, é simplesmente perfeito!",alegria
Esse é o melhor aplicativo que já usei! Recomendo para todos. Nota 10/10!,alegria
Experiência incrível! O app é intuitivo e muito útil no meu dia a dia. Melhor app que já usei.,alegria
Detestei esse app! É uma perda de tempo total. horrível!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Nota 0/10!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado. Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Nota 0/10!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito.",raiva
App horrível! Me arrependo de ter baixado. Não recomendo!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Estou muito irritado!,raiva
"Esse app é horrível, nunca funciona direito. Estou muito irritado!",raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Não recomendo!,raiva
App horrível! Me arrependo de ter baixado. Nota 0/10!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Que decepção.,raiva
Odiei esse app! Que merda.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Estou muito irritado!,raiva
"Esse app é horrível, nunca funciona direito. Estou muito irritado!",raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Nota 0/10!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Nota 0/10!,raiva
"Esse app é horrível, nunca funciona direito. Nota 0/10!",raiva
Design péssimo e funcionalidades inúteis. Frustrante! Não recomendo!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Nota 0/10!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Que decepção.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Estou muito irritado!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo.,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Nota 0/10!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Não recomendo!,raiva
"Esse app é horrível, nunca funciona direito. Estou muito irritado!",raiva
O pior aplicativo que já usei! Não recomendo para ninguém.,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Nota 0/10!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Nota 0/10!,raiva
"Esse app é horrível, nunca funciona direito. Que decepção.",raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Nota 0/10!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado. Não recomendo!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito. Que decepção.",raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Nota 0/10!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Não recomendo!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo.,raiva
App horrível! Me arrependo de ter baixado. Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Que decepção.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado.,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Estou muito irritado!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Que decepção.,raiva
App horrível! Me arrependo de ter baixado. Não recomendo!,raiva
App horrível! Me arrependo de ter baixado. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito. Que decepção.",raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Não recomendo!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
Detestei esse app! É uma perda de tempo total. Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Não recomendo!,raiva
Detestei esse app! É uma perda de tempo total. Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Estou muito irritado!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado. Que decepção.,raiva
Detestei esse app! É uma perda de tempo total. Que decepção.,raiva
Que aplicativo terrível! Só me deu dor de cabeça.,raiva
App horrível! Me arrependo de ter baixado.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Não recomendo!,raiva
"Esse app é horrível, nunca funciona direito. Não recomendo!",raiva
Experiência péssima! O app é complicado e cheio de bugs. Nota 0/10!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Não recomendo!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
"Esse app é horrível, nunca funciona direito. Nota 0/10!",raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Que decepção.,raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Nota 0/10!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Estou muito irritado!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias.,raiva
Detestei esse app! É uma perda de tempo total. Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado. Estou muito irritado!,raiva
"Esse app é horrível, nunca funciona direito. Não recomendo!",raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Não recomendo!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Que decepção.,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Estou muito irritado!,raiva
"Esse app é horrível, nunca funciona direito. Nota 0/10!",raiva
Detestei esse app! É uma perda de tempo total. Estou muito irritado!,raiva
Detestei esse app! É uma perda de tempo total.,raiva
App horrível! Me arrependo de ter baixado. Estou muito irritado!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Nota 0/10!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Nota 0/10!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Nota 0/10!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado. Nota 0/10!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito. Não recomendo!",raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Que decepção.,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Que decepção.,raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Que decepção.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Estou muito irritado!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Que decepção.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Estou muito irritado!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Não recomendo!,raiva
Detestei esse app! É uma perda de tempo total.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Não recomendo!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Nota 0/10!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Estou muito irritado!,raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Estou muito irritado!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Nota 0/10!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito. Não recomendo!",raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Não recomendo!,raiva
App horrível! Me arrependo de ter baixado. Que decepção.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Que decepção.,raiva
App horrível! Me arrependo de ter baixado. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito. Não recomendo!",raiva
Detestei esse app! É uma perda de tempo total. Estou muito irritado!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Que decepção.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Estou muito irritado!,raiva
Que aplicativo terrível! Só me deu dor de cabeça.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Não recomendo!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Não recomendo!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Que decepção.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Que decepção.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Nota 0/10!,raiva
"Esse app é horrível, nunca funciona direito. Não recomendo!",raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
Que aplicativo terrível! Só me deu dor de cabeça.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Não recomendo!,raiva
"Esse app é horrível, nunca funciona direito. Nota 0/10!",raiva
Detestei esse app! É uma perda de tempo total.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Que decepção.,raiva
App horrível! Me arrependo de ter baixado. Nota 0/10!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Não recomendo!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Que decepção.,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo.,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Não recomendo!,raiva
Detestei esse app! É uma perda de tempo total. Estou muito irritado!,raiva
Detestei esse app! É uma perda de tempo total. Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Que decepção.,raiva
Detestei esse app! É uma perda de tempo total. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Nota 0/10!,raiva
App horrível! Me arrependo de ter baixado. Que decepção.,raiva
App horrível! Me arrependo de ter baixado.,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Estou muito irritado!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Estou muito irritado!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Nota 0/10!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Que decepção.,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Que decepção.,raiva
App horrível! Me arrependo de ter baixado. Nota 0/10!,raiva
App horrível! Me arrependo de ter baixado. Nota 0/10!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Nota 0/10!,raiva
Que aplicativo terrível! Só me deu dor de cabeça.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo.,raiva
App horrível! Me arrependo de ter baixado.,raiva
Design péssimo e funcionalidades inúteis. Frustrante!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Estou muito irritado!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo.,raiva
"Esse app é horrível, nunca funciona direito. Estou muito irritado!",raiva
App horrível! Me arrependo de ter baixado. Que decepção.,raiva
Que aplicativo terrível! Só me deu dor de cabeça.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Estou muito irritado!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Nota 0/10!,raiva
Design péssimo e funcionalidades inúteis. Frustrante!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém.,raiva
Que aplicativo terrível! Só me deu dor de cabeça.,raiva
"Esse app é horrível, nunca funciona direito. Não recomendo!",raiva
Design péssimo e funcionalidades inúteis. Frustrante! Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Nota 0/10!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Não recomendo!,raiva
Detestei esse app! É uma perda de tempo total. Estou muito irritado!,raiva
Detestei esse app! É uma perda de tempo total.,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Não recomendo!,raiva
Que aplicativo terrível! Só me deu dor de cabeça.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Nota 0/10!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Estou muito irritado!,raiva
App horrível! Me arrependo de ter baixado.,raiva
App horrível! Me arrependo de ter baixado. Não recomendo!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito. Que decepção.",raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Não recomendo!,raiva
Detestei esse app! É uma perda de tempo total. Estou muito irritado!,raiva
Detestei esse app! É uma perda de tempo total.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
"Esse app é horrível, nunca funciona direito. Que decepção.",raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Estou muito irritado!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Não recomendo!,raiva
Detestei esse app! É uma perda de tempo total. Que decepção.,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Nota 0/10!,raiva
"Esse app é horrível, nunca funciona direito.",raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Estou muito irritado!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito.",raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Não recomendo!,raiva
App horrível! Me arrependo de ter baixado. Estou muito irritado!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Não recomendo!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Nota 0/10!,raiva
"Esse app é horrível, nunca funciona direito. Nota 0/10!",raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias.,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Que decepção.,raiva
App horrível! Me arrependo de ter baixado. Nota 0/10!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Nota 0/10!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Não recomendo!,raiva
App horrível! Me arrependo de ter baixado. Estou muito irritado!,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante!,raiva
App horrível! Me arrependo de ter baixado. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Que decepção.,raiva
Design péssimo e funcionalidades inúteis. Frustrante!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Estou muito irritado!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Estou muito irritado!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Que decepção.,raiva
"Esse app é horrível, nunca funciona direito.",raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo.,raiva
"Esse app é horrível, nunca funciona direito. Estou muito irritado!",raiva
O pior aplicativo que já usei! Não recomendo para ninguém.,raiva
"Esse app é horrível, nunca funciona direito. Estou muito irritado!",raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Não recomendo!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Nota 0/10!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Que decepção.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Estou muito irritado!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Não recomendo!,raiva
"Esse app é horrível, nunca funciona direito. Que decepção.",raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
"Esse app é horrível, nunca funciona direito. Nota 0/10!",raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Estou muito irritado!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém.,raiva
Que aplicativo terrível! Só me deu dor de cabeça. Que decepção.,raiva
Experiência péssima! O app é complicado e cheio de bugs. Nota 0/10!,raiva
"Esse app é horrível, nunca funciona direito. Que decepção.",raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo. Nota 0/10!,raiva
Experiência péssima! O app é complicado e cheio de bugs.,raiva
Detestei esse app! É uma perda de tempo total. Nota 0/10!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
Aplicativo ridículo! Não recomendo nem para o meu pior inimigo. Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Nota 0/10!,raiva
Detestei esse app! É uma perda de tempo total. Que decepção.,raiva
Estou extremamente insatisfeito com esse app. Pura perda de tempo.,raiva
App horrível! Me arrependo de ter baixado. Não recomendo!,raiva
O pior aplicativo que já usei! Não recomendo para ninguém.,raiva
Detestei esse app! É uma perda de tempo total.,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Que decepção.,raiva
O pior aplicativo que já usei! Não recomendo para ninguém. Não recomendo!,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Que decepção.,raiva
Design péssimo e funcionalidades inúteis. Frustrante! Estou muito irritado!,raiva
Odeio esse aplicativo! Só atrapalha minhas tarefas diárias. Nota 0/10!,raiva
Experiência péssima! O app é complicado e cheio de bugs. Não recomendo!,raiva
App horrível! Me arrependo de ter baixado. Nota 0/10!,raiva
"Esse app é horrível, nunca funciona direito. Estou muito irritado!",raiva